name,host_id,host_name,host_since,host_since_years,Seasons,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,host_has_profile_pic,neighbourhood,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,price_range,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
Lux Furnished 1BR Newseum Apt.,30283594,Kara,3/30/15,2015,0,1,190,190,0,1,54,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,569,6,0,6944,0,100,1,$0.00 ,3,1125,90,10/2/15,0,0,0,0,0,0,1,3,0,0,16,0
Luxury Sublet in Great Location,2794295,Humaira,7/1/12,2012,0,1,1,1,0,1,54,Washington,DC,20001,14,0,1,2,1,1,1,1,Real Bed,55,2,0,1250,0,0,1,$0.00 ,20,21,365,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Lux 2BR Newseum Apt on the Mall,9419684,Mike,10/14/13,2013,2,1,206,206,0,1,31,Washington,DC,20001,14,0,1,1,5,2,2,3,Real Bed,311,4,0,7170,0,100,1,$0.00 ,3,1125,45,10/2/15,3,10/27/14,5/17/15,100,10,10,1,2,0,1,19,0.26
"Chinatown studio, amazing location",2928498,Daniel,7/13/12,2012,4,1,1,1,1,1,54,Washington,DC,20001,14,0,1,1,2,1,0,1,Real Bed,95,2,0,0,0,25,0,$0.00 ,2,29,49,10/2/15,35,1/3/14,9/29/15,76,8,7,1,3,0,0,1,1.64
Spacious room by Convention Center,60683,Akaysha,12/7/09,2009,3,1,1,1,0,1,68,Washington,DC,20001,14,0,1,3,1,1,1,2,Real Bed,59,2,351,1235,200,30,1,$30.00 ,1,1125,346,10/2/15,1,8/20/15,8/20/15,100,10,10,0,2,0,0,1,0.67
Best Location Luxury 1 BR,16090942,William,5/28/14,2014,3,1,2,2,0,1,31,Washington,DC,20004,14,0,1,1,2,1,1,1,Real Bed,167,3,1093,4602,575,104,1,$0.00 ,5,1125,343,10/2/15,31,7/1/14,8/27/15,94,10,9,1,3,0,0,1,2.02
Capitol City Chinatown Getaway,2588970,Alex,6/9/12,2012,0,1,2,2,0,1,68,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,165,3,700,1900,135,0,1,$0.00 ,1,1125,138,10/2/15,0,0,0,0,0,0,1,1,0,0,1,0
Master bedroom in NW DC,11559071,Alex,1/22/14,2014,4,1,4,4,0,1,68,Washington,DC,20001,14,0,8,2,3,1.5,1,1,Real Bed,104,2,1100,3100,200,0,2,$15.00 ,2,1125,344,10/2/15,11,3/13/14,9/20/15,75,9,8,1,2,0,0,4,0.58
Washington Suite,24689607,Garo,12/10/14,2014,0,1,17,17,0,1,54,Washington,DC,20001,14,0,1,1,4,1,1,3,Real Bed,159,3,0,0,0,120,1,$20.00 ,1,1125,360,10/2/15,0,0,0,0,0,0,1,3,0,0,2,0
Downtown Luxury Furnished Studio,33431046,Greg,5/15/15,2015,4,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,2,1,0,1,Real Bed,190,3,0,0,0,0,0,$0.00 ,3,1125,129,10/2/15,13,6/24/15,9/24/15,95,10,9,0,3,0,0,1,3.82
Luxury Apt In Heart of DC,2903010,Shiva,7/11/12,2012,4,1,1,1,0,1,31,Washington,DC,20001,14,1,1,1,3,1,1,2,Real Bed,200,3,0,0,200,70,1,$0.00 ,2,1125,305,10/2/15,14,5/17/15,9/30/15,98,10,10,1,1,0,0,1,3
Comfortable Modern Downtown Condo,3136596,Jay,8/2/12,2012,4,1,1,1,0,1,31,Washington,DC,20005,14,0,1,1,3,1,1,2,Real Bed,215,3,0,0,0,0,2,$20.00 ,1,1125,353,10/2/15,34,9/19/13,9/17/15,95,9,9,1,3,0,1,1,1.37
Luxury- Right in the heart of DC,44834480,Vicki,9/22/15,2015,0,1,1,1,1,1,54,Washington,DC,20001,14,0,6,1,4,2,2,2,Real Bed,450,5,0,0,450,0,1,$0.00 ,1,1125,365,10/2/15,0,0,0,0,0,0,1,2,0,0,1,0
Luxury 1 BR Suite Near Logan Circle,30283594,Kara,3/30/15,2015,0,1,190,190,0,1,61,Washington,DC,20005,14,0,1,1,3,1,1,1,Real Bed,234,3,0,6324,0,100,1,$0.00 ,3,1125,365,10/2/15,0,0,0,0,0,0,1,3,0,0,16,0
Cool bedroom: most cntrl part of DC,11559071,Alex,1/22/14,2014,4,1,4,4,0,1,68,Washington,DC,20001,14,0,8,2,2,1.5,1,1,Real Bed,110,2,920,3000,0,10,2,$0.00 ,2,1125,345,10/2/15,33,3/7/14,9/21/15,91,9,9,1,2,0,0,4,1.72
Luxury Corporate Apartment in NW DC,41740449,Cathleen,8/17/15,2015,0,1,1,1,1,1,72,Washington,DC,20001,14,0,1,1,4,2,2,2,Real Bed,225,3,1400,4500,300,0,1,$0.00 ,3,30,335,10/2/15,0,0,0,0,0,0,0,2,0,0,1,0
"Cozy, clean and convenient condo",4475279,Ehsan,12/23/12,2012,0,1,1,1,0,1,61,Washington,DC,20005,14,0,6,1,2,1,1,1,Real Bed,109,2,0,0,500,45,1,$50.00 ,1,1125,60,10/2/15,0,0,0,0,0,0,1,1,1,1,1,0
2 Bed/2bath Apt. in Downtown DC,20335354,Pedro,8/20/14,2014,3,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,4,2,2,2,Real Bed,250,3,1000,0,0,70,1,$0.00 ,3,1125,53,10/3/15,1,8/3/15,8/3/15,100,10,10,1,2,0,0,1,0.48
Comfortable Home Howard Homecoming,27746397,Kathryn,2/14/15,2015,4,1,1,1,0,1,68,Washington,DC,20001,14,0,1,2,3,2,1,2,Real Bed,87,2,560,0,1000,40,1,$90.00 ,2,30,357,10/3/15,2,7/6/15,9/8/15,80,8,8,1,3,0,0,1,0.67
"""The Executive"" Flat - DC - 442",611958,Bryan,5/22/11,2011,4,1,5,5,1,1,54,Washington,DC,20001,14,0,1,1,4,1,1,1,Pull-out Sofa,210,3,0,0,200,60,4,$20.00 ,1,90,343,10/3/15,103,6/28/12,9/18/15,92,9,10,1,3,0,0,5,2.59
Spacious Home in Downtown DC,4897930,Daniel,1/29/13,2013,4,1,2,2,0,1,68,Washington,DC,20001,14,0,8,1,10,2,3,6,Real Bed,300,4,0,0,150,150,8,$100.00 ,3,1125,299,10/3/15,5,8/1/15,9/18/15,100,10,10,0,3,0,0,2,2.34
Private Room/Bath Near Convention,24615645,Chelsea,12/8/14,2014,0,1,1,1,0,1,31,"Washington, D.C.",DC,20001,15,0,1,2,2,1,1,1,Real Bed,120,2,0,0,0,0,1,$0.00 ,1,1125,273,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
3 blocks to Convention Ctr DC,19904035,Nesh,8/12/14,2014,3,1,1,1,1,1,68,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,200,3,0,2500,0,0,1,$0.00 ,1,1,285,10/3/15,1,8/16/15,8/16/15,100,10,10,1,1,0,0,1,0.61
One Block from the White House!,9054845,BridgeStreet,9/25/13,2013,3,1,2,2,0,1,31,Washington,DC,20005,14,0,1,1,3,1,1,2,Real Bed,269,4,1600,5800,0,100,1,$0.00 ,1,1125,145,10/3/15,6,7/23/14,7/6/15,88,9,10,1,2,0,0,1,0.41
Luxury 1BR Apt in Newseum.,30283594,Kara,3/30/15,2015,0,1,190,190,0,1,54,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,569,6,0,6944,0,100,1,$0.00 ,3,1125,365,10/3/15,0,0,0,0,0,0,1,1,0,0,16,0
2 bedroom Condo w/private yard,6081168,Katie,4/24/13,2013,4,1,2,2,0,1,68,Washington,DC,20001,14,0,1,1,4,2,2,2,Real Bed,120,2,0,0,500,100,1,$0.00 ,1,1125,305,10/3/15,3,5/25/15,9/19/15,93,9,9,1,2,0,0,2,0.68
Private Bath & Parking in Downtown,24421384,James,12/2/14,2014,3,0,2,2,0,1,68,Washington,DC,20001,14,0,1,2,1,1,1,1,Real Bed,109,2,699,0,0,0,1,$0.00 ,2,5,273,10/3/15,1,8/11/15,8/11/15,100,10,10,1,2,0,0,2,0.56
Fresh & New Apartment in the City!,30231074,Whitney,3/29/15,2015,3,1,1,1,0,1,61,Washington,DC,20005,14,0,1,1,3,1,1,1,Real Bed,150,2,0,0,0,25,1,$0.00 ,2,1125,99,10/3/15,4,6/12/15,7/9/15,90,10,10,1,3,0,0,1,1.05
Le Petit Coin de L'Enfant,6059772,Jon,4/23/13,2013,4,1,4,4,0,1,68,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,95,2,650,2500,0,35,1,$0.00 ,2,1125,323,10/3/15,70,10/2/13,9/4/15,81,8,8,1,1,1,1,4,2.87
Trendy Logan Circle apartment!,27224518,Zaid,2/4/15,2015,0,1,1,1,0,1,61,Washington,DC,20005,14,0,1,1,4,1,1,2,Real Bed,119,2,0,0,0,0,1,$0.00 ,1,20,2,10/3/15,0,0,0,0,0,0,1,3,0,0,1,0
"Room in Downtown DC, Walk to Metro",9988881,Sadia & Saleem,11/13/13,2013,4,1,1,1,0,1,54,Washington,DC,20001,14,0,1,2,2,1,1,1,Real Bed,97,2,0,0,0,10,0,$0.00 ,1,1125,353,10/3/15,2,9/17/15,9/23/15,100,10,10,1,1,0,0,1,2
Union Station/Chinatown/Downtown,5589907,Melecio,3/23/13,2013,3,1,1,1,0,1,68,Washington,DC,20001,14,0,9,2,2,1,1,1,Pull-out Sofa,99,2,0,0,0,10,1,$25.00 ,1,4,84,10/3/15,51,2/20/14,8/27/15,94,10,10,1,2,0,0,1,2.59
"Luxury 1BR, Penthouse, Walk 2 Metro",4737755,Fareed,1/17/13,2013,3,0,1,1,0,1,68,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,295,4,0,0,0,65,2,$0.00 ,1,1125,346,10/3/15,28,7/28/14,7/24/15,97,10,10,1,3,0,0,1,1.94
City Center Convenience Near Metro!,44533866,Harvey,9/18/15,2015,4,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,5,1,2,3,Real Bed,180,3,1071,3780,0,0,1,$0.00 ,2,366,335,10/3/15,1,9/24/15,9/24/15,100,10,10,1,1,0,0,1,1
Cozy studio Capitol/Union/Gtown Law,41476654,Shella And Gladys,8/14/15,2015,4,1,1,1,0,1,17,Washington,DC,20001,14,0,1,1,2,1,0,2,Real Bed,150,2,0,0,0,75,2,$80.00 ,3,1125,169,10/3/15,3,8/18/15,9/27/15,80,9,10,1,2,0,0,1,1.91
Fresh Fun Walk to Convention Center,8008783,Cliff,8/7/13,2013,4,1,30,30,0,1,31,Washington,DC,20001,14,0,1,1,6,1,0,3,Real Bed,150,2,0,0,0,129,1,$0.00 ,3,100000,334,10/3/15,24,9/3/13,9/21/15,86,9,9,1,3,0,0,27,0.95
Huge Unit Near Everything!,23974493,Greg,11/20/14,2014,3,0,1,1,0,1,54,Washington,DC,20001,14,0,1,1,5,2.5,2,2,Real Bed,155,3,950,4500,99,90,4,$15.00 ,2,1125,0,10/3/15,23,2/23/15,8/8/15,99,10,10,1,2,0,0,1,3.09
Downtown Spacious BR /Private Bath,56646,Serge,11/22/09,2009,4,0,1,1,0,1,31,Washington,DC,20001,14,0,1,2,3,1,1,2,Real Bed,85,2,0,2300,150,0,1,$12.00 ,3,30,209,10/3/15,338,2/3/10,9/22/15,97,10,10,1,3,1,1,1,4.9
"BEAUTIFUL ONE BEDROOM, DOWNTOWN DC",7728287,Megan,7/25/13,2013,3,1,1,1,0,1,61,Washington,DC,20005,14,0,1,1,2,1,1,1,Real Bed,130,2,0,0,0,0,1,$0.00 ,1,1125,302,10/3/15,4,5/26/15,7/6/15,85,10,9,1,1,0,0,1,0.92
Great Apt in Great DC Neighborhood,16100964,Linda,5/28/14,2014,4,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,120,2,700,0,0,50,1,$0.00 ,1,1125,14,10/3/15,3,8/11/15,9/13/15,93,10,9,1,1,0,0,1,1.67
Comfy 1 BR Steps from Chinatown,15235972,Sarah,5/7/14,2014,4,1,1,1,0,1,68,Washington,DC,20001,14,0,1,2,2,1,1,1,Real Bed,90,2,0,0,0,10,2,$65.00 ,2,1125,348,10/3/15,12,6/19/15,9/20/15,97,9,9,1,2,0,0,1,3.36
Modern Downtown 1 BR with Amenities,13205161,Ben,3/16/14,2014,4,1,1,1,1,1,68,Washington,DC,20001,14,0,1,1,2,1,1,2,Real Bed,149,2,925,2600,0,0,1,$0.00 ,1,1125,255,10/3/15,47,4/25/14,9/20/15,98,10,10,1,1,0,0,1,2.68
Lux Furnished 1BR Newseum Apt,30283594,Kara,3/30/15,2015,0,1,190,190,0,1,54,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,569,6,0,6944,0,100,1,$0.00 ,3,1125,90,10/3/15,0,0,0,0,0,0,1,3,0,0,16,0
1 Bedroom Delight in Chinatown!,29508596,Tapan,3/17/15,2015,4,1,1,1,1,1,54,Washington,DC,20001,14,0,1,1,4,1,1,1,Real Bed,180,3,0,0,0,50,1,$0.00 ,1,1125,284,10/3/15,6,4/13/15,9/15/15,97,10,10,1,2,0,0,1,1.03
Spacious bedroom in Foggy Bottom!,21140917,Isabella,9/9/14,2014,3,1,1,1,1,1,99,Washington,DC,20037,14,0,1,3,1,1,1,1,Real Bed,55,2,300,1200,0,15,1,$0.00 ,1,14,84,10/3/15,1,7/10/15,7/10/15,100,10,10,1,1,0,0,1,0.35
"By Chinatwn,Convntn,Vrizn Cntr,Mall",1743511,Tarek,2/13/12,2012,3,1,6,6,0,1,68,Washington,DC,20001,14,0,1,1,4,1,1,1,Real Bed,229,3,1275,3595,0,50,3,$50.00 ,2,720,323,10/3/15,29,6/22/14,7/19/15,92,9,9,1,2,0,0,1,1.86
Beautiful Master Bed in Downtown DC,29092823,Miranda,3/10/15,2015,4,1,1,1,0,1,54,Washington,DC,20001,14,0,1,2,2,1,1,1,Real Bed,75,2,450,0,0,0,1,$0.00 ,1,1125,26,10/3/15,2,9/15/15,9/29/15,100,10,10,1,1,0,0,1,2
Logan Circle Lux Furnished 1BR Apt,30283594,Kara,3/30/15,2015,0,1,190,190,0,1,61,Washington,DC,20005,14,0,1,1,3,1,1,1,Real Bed,569,6,0,6324,0,100,1,$0.00 ,3,1125,90,10/3/15,0,0,0,0,0,0,1,3,0,0,16,0
Private bedroom with private bath!,6406979,Matthew,5/15/13,2013,4,1,1,1,0,1,31,Washington,DC,20005,14,0,8,2,2,1,1,1,Real Bed,105,2,0,2550,0,0,1,$0.00 ,1,1125,267,10/3/15,245,6/13/13,9/18/15,92,10,10,1,1,0,0,1,8.72
Sunlit Upscale apt in Heart of DC,9773527,Valentine,11/2/13,2013,4,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,120,2,820,0,100,30,0,$0.00 ,2,1125,3,10/3/15,1,9/7/15,9/7/15,100,10,10,1,2,0,0,1,1
Cosy loft,28919350,Monique,3/7/15,2015,3,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,3,1,1,2,Real Bed,119,2,0,1999,99,0,1,$0.00 ,5,1125,0,10/3/15,3,4/16/15,8/22/15,80,9,10,1,2,0,0,1,0.53
"The DelMar Stay,LLC (parking avail)",42325303,John,8/23/15,2015,0,1,1,1,0,1,61,Washington,DC,20005,14,0,6,1,2,1.5,1,1,Real Bed,139,2,0,0,500,50,1,$10.00 ,1,1125,114,10/3/15,0,0,0,0,0,0,1,2,0,0,1,0
Furnished Private Room in a House,8043437,Rocky,8/9/13,2013,4,1,2,2,1,1,31,Washington,DC,20005,14,0,8,2,1,1,1,1,Real Bed,109,2,700,2495,0,0,1,$35.00 ,3,1125,341,10/3/15,34,12/6/14,9/24/15,83,9,9,1,2,0,0,2,3.38
Where location meets convinience,13529076,Juan,3/25/14,2014,4,1,1,1,0,1,54,Washington,DC,20001,14,0,1,1,4,1,1,2,Real Bed,150,2,750,2800,200,45,2,$25.00 ,2,90,345,10/3/15,25,4/11/14,9/19/15,95,10,10,1,1,0,0,1,1.39
"Bright, Large Studio Apt Sleeps 5!!",8008783,Cliff,8/7/13,2013,4,1,30,30,0,1,31,Washington,DC,20001,14,0,1,1,5,1,0,3,Real Bed,295,4,0,0,0,125,1,$0.00 ,3,999,330,10/3/15,45,1/5/14,9/24/15,89,9,9,1,3,0,0,27,2.12
"""The Cajun"" Flat Downtown DC - 202",611958,Bryan,5/22/11,2011,3,1,5,5,1,1,68,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,210,3,0,0,200,50,3,$15.00 ,1,365,335,10/3/15,57,8/28/11,6/13/15,95,9,10,1,3,0,0,5,1.14
One Block to the Convention Center!,8008783,Cliff,8/7/13,2013,4,1,30,30,0,1,31,Washington,DC,20001,14,0,1,1,6,1.5,2,2,Real Bed,329,4,0,0,0,159,1,$0.00 ,3,999,345,10/3/15,21,2/14/14,9/11/15,91,10,9,1,3,0,0,27,1.06
Cozy Studio Near Capital Hill,17828014,Catherine,7/8/14,2014,0,1,1,1,1,1,17,Washington,DC,20001,14,0,1,1,2,1,0,1,Real Bed,125,2,700,0,0,0,1,$0.00 ,2,7,11,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
"Spacious 1 bdr, Gallery PL/Chi Town",44925054,Darcy,9/23/15,2015,4,1,1,1,1,1,68,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,150,2,0,3600,0,25,1,$0.00 ,1,1125,350,10/3/15,1,9/27/15,9/27/15,100,10,10,1,1,0,0,1,1
Best Location/Street / Logan Circle,6421422,Rob And Agneta,5/16/13,2013,4,1,1,1,0,1,68,Washington,DC,20009,14,0,1,1,3,1,1,2,Real Bed,175,3,0,0,0,0,2,$50.00 ,2,15,270,10/3/15,139,7/30/13,9/19/15,98,10,10,1,2,0,0,1,5.24
1BR Apt in Gallery Pl- Downtown DC,39760733,Stephanie,7/27/15,2015,4,1,1,1,1,1,54,Washington,DC,20001,14,0,1,1,3,1,1,2,Real Bed,129,2,800,2700,0,15,1,$0.00 ,1,1125,41,10/3/15,7,8/19/15,9/4/15,97,10,9,0,1,0,0,1,4.57
1BR Fully Furnished-Mt. Vernon Sq.,25188,Seamless,7/10/09,2009,0,1,480,480,0,1,68,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,239,3,0,5445,0,150,1,$0.00 ,5,730,365,10/3/15,0,0,0,0,0,0,1,4,0,1,5,0
Hip Luxury Loft - near Conv. Center,4219994,Karen,11/22/12,2012,4,1,2,2,1,1,68,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,250,3,1330,5110,1500,85,1,$50.00 ,2,1125,353,10/3/15,17,6/30/13,9/20/15,99,9,10,1,3,0,1,1,0.62
"Luxurious Apartment, Heart of DC",7025353,Adam,6/20/13,2013,4,1,4,4,0,1,61,Washington,DC,20005,14,0,1,1,4,1,1,2,Real Bed,168,3,1100,4000,0,35,2,$25.00 ,1,1125,328,10/3/15,136,8/15/13,9/25/15,93,10,9,1,2,0,0,4,5.23
"Union Station RoomBth, Shared Space",41079304,Rahfin,8/10/15,2015,3,1,1,1,0,1,72,Washington,DC,20001,14,0,1,2,2,1,1,1,Real Bed,79,2,0,0,0,12,1,$0.00 ,2,1125,36,10/3/15,2,8/28/15,8/28/15,0,0,0,1,3,0,0,1,1.62
Well-appointed studio in Dwntown DC,37329193,Kshitij,7/2/15,2015,0,1,1,1,0,1,54,Washington,DC,20001,14,0,1,3,1,1,1,2,Real Bed,65,2,0,0,0,0,1,$0.00 ,2,1125,346,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
Super Chic & Gorgeous Downtown Apt.,17984882,Sanaz,7/11/14,2014,4,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,4,2,2,2,Real Bed,290,4,0,0,350,80,1,$0.00 ,3,365,354,10/3/15,32,7/20/14,9/22/15,99,10,10,1,2,0,0,1,2.18
Charming Mt. Vernon 1-Bedroom,4990750,Jean,2/6/13,2013,4,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,4,1,1,2,Real Bed,99,2,600,2000,500,25,2,$20.00 ,1,1125,335,10/3/15,3,9/14/15,9/24/15,87,9,9,1,2,0,0,1,3
Lux Fully Furnished 1BR Newseum Apt,30283594,Kara,3/30/15,2015,0,1,190,190,0,1,54,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,569,6,0,6944,0,100,1,$0.00 ,3,1125,365,10/3/15,0,0,0,0,0,0,1,3,0,0,16,0
Gorgeous Luxury Apartment with Den,33197499,Brandon,5/12/15,2015,2,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,2,1,1,2,Real Bed,290,4,0,0,0,0,1,$0.00 ,1,1125,0,10/3/15,1,5/20/15,5/20/15,100,10,10,1,1,0,0,1,0.22
Large/Comfy 1-BR Loft near Capitol,3958412,David,10/23/12,2012,2,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,3,1,1,1,Real Bed,145,2,900,2500,250,20,1,$0.00 ,1,31,34,10/3/15,5,9/18/14,4/5/15,100,10,10,1,2,0,0,1,0.39
"""The Family"" Flat Downtown DC- 1023",611958,Bryan,5/22/11,2011,4,1,5,5,1,1,54,Washington,DC,20001,14,0,1,1,4,1,1,1,Real Bed,210,3,0,0,200,50,4,$20.00 ,1,90,347,10/3/15,87,3/30/12,9/8/15,95,9,9,1,3,0,0,5,2.03
Luxury Bldg- Really Great Location!,23782651,Diane,11/15/14,2014,4,1,1,1,1,1,31,Washington,DC,20001,14,0,1,2,1,1,1,1,Real Bed,90,2,0,0,0,0,1,$0.00 ,1,1125,340,10/2/15,2,9/30/15,9/30/15,0,0,0,1,1,0,0,1,2
Luxury bedroom & bathroom downtown!,44361740,Theo,9/16/15,2015,4,1,1,1,0,1,68,Washington,DC,20001,14,1,1,2,2,1,1,1,Real Bed,99,2,650,0,0,15,2,$15.00 ,1,1125,58,10/2/15,2,9/24/15,9/26/15,100,10,10,0,1,0,0,1,2
Luxurious Convenient Gem,3596189,Chris,9/17/12,2012,3,1,1,1,0,1,68,Washington,DC,20001,14,0,1,1,4,1,1,1,Real Bed,399,5,0,0,100,30,2,$15.00 ,1,1125,365,10/2/15,16,2/23/14,6/16/14,95,9,9,0,2,0,0,1,0.82
[1396-J1]Jr.1 BR-Newseum Residences,25188,Seamless,7/10/09,2009,0,1,480,480,0,1,31,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,239,3,0,6500,0,0,1,$0.00 ,4,730,365,10/2/15,0,0,0,0,0,0,1,4,0,1,5,0
Luxury 1bedroom on Pennsylvania Ave,17436558,Mj,6/30/14,2014,3,1,1,1,0,1,31,Washington,DC,20004,14,0,1,1,1,1,1,1,Real Bed,199,3,0,0,0,71,1,$0.00 ,7,1125,92,10/2/15,1,6/28/15,6/28/15,100,10,10,1,1,0,0,1,0.31
Luxury one-bedroom in DC center,2791380,Andrea,6/30/12,2012,2,1,2,2,0,1,31,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,135,2,0,0,300,40,1,$0.00 ,5,20,230,10/2/15,27,8/11/14,5/26/15,98,10,10,1,1,0,0,1,1.93
"A Capitol View in Washington, D.C.",1569728,V,1/5/12,2012,4,1,1,1,1,1,31,Washington,DC,20004,14,0,1,1,4,1,1,1,Real Bed,295,4,2000,5400,0,0,2,$75.00 ,1,1125,360,10/3/15,20,7/20/12,9/18/15,96,10,9,1,1,0,0,1,0.51
Lux 2BR Apt near Convention Center,9419684,Mike,10/14/13,2013,0,1,206,206,0,1,31,Washington,DC,20001,14,0,1,1,5,2,2,3,Real Bed,429,5,0,7770,0,100,1,$0.00 ,3,1125,72,10/3/15,0,0,0,0,0,0,1,2,0,1,19,0
SHORT/LONG TERM: SPECTACULAR HOME !,4280278,Sara,11/29/12,2012,4,1,5,5,0,1,61,Washington,DC,20005,14,0,8,1,8,2.5,4,4,Real Bed,400,5,2400,8000,500,150,4,$25.00 ,3,1125,278,10/3/15,26,1/5/15,9/21/15,88,9,9,1,3,0,0,4,2.87
2Bd Penthouse by Convention Center!,2944360,Brynn,7/15/12,2012,4,1,6,6,0,1,68,Washington,DC,20001,14,0,1,1,6,2,2,3,Real Bed,295,4,1965,6195,0,100,0,$0.00 ,1,1125,321,10/3/15,43,5/4/15,9/22/15,94,9,10,0,3,0,0,4,8.43
New Luxury Downtown Private Apt.,949856,Nat,8/10/11,2011,4,1,1,1,1,1,68,Washington,DC,20001,14,0,1,1,4,1.5,1,2,Real Bed,179,3,1350,5500,200,60,2,$15.00 ,2,730,305,10/3/15,163,8/28/11,9/27/15,94,10,9,1,2,0,1,1,3.26
[1375-2] 2BR-1 Block to White House,25188,Seamless,7/10/09,2009,3,1,480,480,0,1,31,Washington,DC,20005,14,0,1,1,4,2,2,2,Real Bed,309,4,0,7850,0,0,1,$0.00 ,4,365,353,10/3/15,23,4/26/11,8/7/15,90,9,10,1,4,0,1,5,0.43
"Private, new room- great location!",37243726,Meagan,7/1/15,2015,0,1,1,1,1,1,68,Washington,DC,20001,14,0,1,2,3,2,1,2,Real Bed,90,2,600,0,0,50,1,$0.00 ,6,22,56,10/3/15,0,0,0,0,0,0,1,2,0,0,1,0
Private room near Gallery Place,40998344,Grant,8/9/15,2015,0,1,1,1,0,1,54,Washington,DC,20001,14,0,1,2,1,1,1,1,Real Bed,120,2,0,0,0,0,1,$0.00 ,2,3,28,10/3/15,0,0,0,0,0,0,1,1,0,0,1,0
critical mass,4028670,Damon,11/1/12,2012,4,1,1,1,0,1,31,Washington,DC,20005,14,0,1,1,4,1,2,2,Real Bed,269,4,1650,5950,200,0,0,$0.00 ,2,1125,348,10/3/15,5,8/7/15,9/29/15,100,10,10,1,2,0,0,1,2.59
Your Own Historic Row House Suite,11980555,Darob,2/5/14,2014,4,1,2,2,0,1,99,Washington,DC,20037,14,0,1,1,2,1,0,1,Real Bed,150,2,950,3500,0,40,1,$0.00 ,2,365,223,10/2/15,73,3/29/14,10/1/15,87,9,9,1,2,0,0,2,3.95
Lux 1BR - Near Convention Center,25188,Seamless,7/10/09,2009,2,1,480,480,0,1,54,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,269,4,0,6720,0,150,1,$0.00 ,3,365,365,10/3/15,3,4/18/15,5/21/15,93,8,9,1,4,0,1,5,0.53
Convention Center 1 Br Apartment,8160186,"Steve, Tracy, Alan And Paul",8/14/13,2013,4,1,49,49,0,1,61,Washington,DC,20001,14,0,1,1,4,1,1,1,Real Bed,185,3,1150,0,0,0,2,$25.00 ,3,90,364,10/3/15,8,6/21/14,9/20/15,98,10,10,1,3,0,0,41,0.51
Furnished Luxury Loft Condo,1404290,Joseph,11/14/11,2011,1,1,2,2,1,1,68,Washington,DC,20001,14,0,1,1,2,1,1,1,Real Bed,120,2,0,2450,1000,100,1,$0.00 ,7,365,30,10/3/15,1,1/1/13,1/1/13,97,10,10,0,2,0,0,1,0.03
Modern 2BR and DEN in heart of DC!,11600217,StayDC,1/24/14,2014,0,1,4,4,0,1,54,Washington,DC,20001,14,0,1,1,8,2,2,3,Real Bed,220,3,0,0,200,100,1,$0.00 ,1,1125,321,10/3/15,0,0,0,0,0,0,1,3,0,0,2,0
Luxury 1BR Apt by Union Station,7201666,Anthony,6/30/13,2013,3,1,1,1,1,1,72,"Washington, D.C.",DC,20001,15,0,1,1,3,1,1,2,Real Bed,99,2,0,0,1000,0,1,$0.00 ,3,1125,2,10/3/15,4,12/26/14,8/30/15,100,10,9,1,2,0,0,1,0.43
